SCORECARD_POINTS,period,aid
-0.46675625,197612,css1976121400194
-2.7584343,197612,css1976121500046
-0.7248383,197612,css1976121500057
1.8748351,197612,css1976121500079
-1.1107614,197612,css1976121500089
-0.33740267,197612,css1976121500111
-1.2486336,197612,css1976121500115
1.4306922,197612,css1976121500132
1.4298263,197612,css1976121600028
0.42034283,197612,css1976121600029
1.9469119,197612,css1976121600072
-0.82557106,197612,css1976121600133
-0.32125157,197612,css1976121600179
-0.85382336,197612,css1976121600192
2.43628,197612,css1976121700137
-1.004372,197612,css1976121700143
1.5020995,197612,css1976121700159
-1.7129543,197612,css1976121800018
-2.911178,197612,css1976121800052
-0.95130396,197612,css1976121800186
-0.52933186,197612,css1976121800195
1.5363346,197612,css1976121900064
0.41465905,197612,css1976121900092
-0.04852421,197612,css1976121900174
-0.756684,197612,css1976122000087
-0.19486272,197612,css1976122000108
-0.7395067,197612,css1976122100165
2.769849,197612,css1976122200011
2.9204745,197612,css1976122200026
0.16835973,197612,css1976122200102
-0.2540722,197612,css1976122200170
1.1592065,197612,css1976122200197
0.7259052,197612,css1976122300013
-1.073403,197612,css1976122300042
-1.9836138,197612,css1976122300124
0.50703174,197612,css1976122300189
-2.9505904,197612,css1976122400085
3.1096184,197612,css1976122400160
2.5623498,197612,css1976122500015
-3.215729,197612,css1976122500033
1.0565377,197612,css1976122500044
-1.4904706,197612,css1976122500065
1.0709231,197612,css1976122500067
-1.9825068,197612,css1976122500175
-0.6886247,197612,css1976122500200
-3.3630605,197612,css1976122600019
-1.9096029,197701,css1977010100098
0.90660846,197701,css1977010100120
-2.6824193,197701,css1977010200047
3.2785711,197701,css1977010300140
-1.1766404,197701,css1977010300153
-0.24920301,197701,css1977010400054
-0.24993335,197701,css1977010400093
0.18107669,197701,css1977010400119
0.28010738,197701,css1977010400154
-0.017405193,197701,css1977010500070
2.1257749,197701,css1977010500077
-0.52562326,197701,css1977010500090
3.3850088,197701,css1977010600020
-0.2804563,197701,css1977010600056
2.8571608,197701,css1977010600144
1.6655852,197701,css1977010600152
1.164916,197701,css1977010700004
0.8278971,197701,css1977010800017
-3.0908453,197701,css1977010800024
0.2649566,197701,css1977010800095
-0.54806954,197701,css1977010800105
0.846977,197701,css1977010800145
0.7036596,197701,css1977010800161
2.5067072,197701,css1977010900062
-1.849402,197701,css1977010900091
0.9878221,197701,css1977011000107
0.6708339,197701,css1977011000125
0.95178735,197701,css1977011000156
-1.2765018,197701,css1977011100106
0.57251525,197701,css1977011200050
-0.89899206,197701,css1977011200059
-2.2592435,197701,css1977011200066
0.49519053,197701,css1977011200163
2.721676,197701,css1977011400049
1.2590693,197701,css1977011400061
-3.678983,197701,css1977011500007
0.5403949,197701,css1977011500046
1.0725724,197701,css1977011500082
-1.2300113,197701,css1977011500109
2.3921034,197701,css1977011500117
1.3625672,197701,css1977011600028
0.16343856,197701,css1977011600035
-0.76514065,197701,css1977011600072
1.9959049,197701,css1977011600164
3.7655635,197701,css1977011700136
-1.4088355,197701,css1977011700137
2.5759637,197701,css1977011700159
-0.3584533,197701,css1977011800018
-0.5935126,197701,css1977011800039
2.3595679,197701,css1977011800122
-1.9728557,197701,css1977011800148
0.59079266,197701,css1977011900031
-1.2256212,197701,css1977011900068
0.7636601,197701,css1977011900157
-2.3226295,197701,css1977012000087
-1.0347724,197701,css1977012000112
2.711492,197701,css1977012000118
1.720262,197701,css1977012100165
-1.0912329,197701,css1977012200121
1.590103,197701,css1977012300013
-1.1492436,197701,css1977012300124
0.5231068,197701,css1977012400160
-1.2455263,197701,css1977012500015
-0.63697344,197701,css1977012500034
1.278133,197701,css1977012500065
1.266828,197701,css1977012500067
1.1198742,197701,css1977012500162
-1.107403,197702,css1977020100063
0.35553992,197702,css1977020200010
-0.72650045,197702,css1977020200060
1.6060544,197702,css1977020200135
-2.2015605,197702,css1977020300138
-0.8446518,197702,css1977020400048
0.11907155,197702,css1977020400078
-0.9377057,197702,css1977020400119
2.3829973,197702,css1977020500051
-0.53667307,197702,css1977020500090
-3.718817,197702,css1977020600020
-0.019955112,197702,css1977020600056
-0.51255774,197702,css1977020600152
-0.8947096,197702,css1977020700004
0.5476841,197702,css1977020700104
-0.28924647,197702,css1977020800017
-3.9925907,197702,css1977020800036
1.9288349,197702,css1977020800099
0.7844566,197702,css1977020800105
-0.6628995,197702,css1977020800161
0.021642335,197702,css1977020900081
-0.4321408,197702,css1977020900091
1.7870843,197702,css1977021000107
-0.18100196,197702,css1977021000156
0.04319387,197702,css1977021100003
3.3301818,197702,css1977021100037
0.49860358,197702,css1977021200055
0.62974644,197702,css1977021200059
1.1560386,197702,css1977021200084
-1.9728557,197702,css1977021200163
1.6003188,197702,css1977021300038
-1.2651427,197702,css1977021300158
-0.15919667,197702,css1977021400032
2.7244637,197702,css1977021400061
0.33918703,197702,css1977021500023
-0.6819939,197702,css1977021500057
-1.3515431,197702,css1977021500082
2.6936808,197702,css1977021500117
0.099806026,197702,css1977021600028
1.8929615,197702,css1977021600029
0.15109551,197702,css1977021600072
1.6737835,197702,css1977021600164
2.1778717,197702,css1977021700027
-1.2451644,197702,css1977021700096
1.945011,197702,css1977021700143
2.854575,197702,css1977021800122
2.7311027,197702,css1977021800131
-0.34885624,197702,css1977021800141
2.6197796,197702,css1977021900068
2.5221605,197702,css1977021900076
-0.63099307,197702,css1977021900092
-1.39661,197702,css1977021900128
1.7732098,197702,css1977021900157
1.3995188,197702,css1977022000058
2.8932161,197702,css1977022000112
-0.8904262,197702,css1977022200011
2.6448412,197702,css1977022200026
1.3653502,197702,css1977022200101
-3.059221,197702,css1977022300013
3.1258142,197702,css1977022300042
-0.5156533,197702,css1977022300116
1.0562599,197702,css1977022300124
-0.61274236,197702,css1977022400045
0.851374,197702,css1977022400085
-0.7005311,197702,css1977022400088
0.09525131,197702,css1977022500015
-0.55382806,197702,css1977022500033
2.6257143,197702,css1977022500034
1.1707094,197702,css1977022500044
2.5117407,197702,css1977022500065
0.30563307,197702,css1977022500162
2.7884543,197702,css1977022600019
1.4345968,197703,css1977030100098
0.030377831,197703,css1977030100120
0.9951864,197703,css1977030200009
-0.90809476,197703,css1977030200047
0.51577944,197703,css1977030200060
1.4223247,197703,css1977030200074
0.12268512,197703,css1977030200151
1.3191581,197703,css1977030300138
0.6926924,197703,css1977030300140
0.21015435,197703,css1977030300153
-0.76426893,197703,css1977030400093
-0.08699717,197703,css1977030400119
-2.7978306,197703,css1977030500041
1.2914099,197703,css1977030500090
-0.9124733,197703,css1977030500094
0.01726266,197703,css1977030500134
-0.22811201,197703,css1977030600020
-3.457679,197703,css1977030600056
-0.9945041,197703,css1977030600144
-0.9046199,197703,css1977030600152
-1.4763875,197703,css1977030600155
2.1769948,197703,css1977030700004
-0.5480448,197703,css1977030700104
-1.0704396,197703,css1977030800016
-1.0683944,197703,css1977030800017
-0.27671275,197703,css1977030800043
0.38530168,197703,css1977030800145
-2.0456045,197703,css1977030800161
0.36217704,197703,css1977030900081
0.5832523,197703,css1977030900091
-0.8911319,197703,css1977031000030
-1.1507777,197703,css1977031000125
-0.034590513,197703,css1977031100003
1.6354945,197703,css1977031100053
1.8339666,197703,css1977031100097
0.52701885,197703,css1977031100106
3.1806471,197703,css1977031200050
0.1125379,197703,css1977031200055
0.34219602,197703,css1977031200084
1.78728,197703,css1977031200100
0.429197,197703,css1977031200163
1.8584971,197703,css1977031300038
2.859492,197703,css1977031300149
2.8927095,197703,css1977031400008
-3.6878014,197703,css1977031400012
1.6400272,197703,css1977031400049
-0.001684296,197703,css1977031400061
-0.62697804,197703,css1977031500007
-1.3656181,197703,css1977031500082
-0.44400364,197703,css1977031500109
0.9575492,197703,css1977031600029
2.8988276,197703,css1977031600110
2.3981216,197703,css1977031600133
-0.93878067,197703,css1977031600164
0.29215786,197703,css1977031700136
2.5485,197703,css1977031700137
1.0827572,197703,css1977031700139
-0.7885495,197703,css1977031700143
2.0624764,197703,css1977031700159
-1.4196477,197703,css1977031800018
-0.39426112,197703,css1977031800131
0.66295576,197703,css1977031800148
0.31350464,197703,css1977031900064
-0.41394618,197703,css1977031900068
-0.48223856,197703,css1977032000108
-0.42004365,197703,css1977032000112
-0.6752008,197703,css1977032100165
-0.5409288,197703,css1977032200101
0.82027316,197703,css1977032200150
0.30667117,197703,css1977032300042
2.3016057,197703,css1977032400045
-1.192558,197703,css1977032400088
-0.20426044,197703,css1977032400160
1.6014701,197703,css1977032500065
1.4588939,197703,css1977032500162
0.807522,197703,css1977032600019
-0.08565238,197704,css1977040200010
-1.2263477,197704,css1977040200014
1.0116025,197704,css1977040200083
0.30749696,197704,css1977040200151
0.45126265,197704,css1977040300069
-0.061864432,197704,css1977040300138
-0.0072104177,197704,css1977040300153
-0.1736661,197704,css1977040400054
-3.024812,197704,css1977040400078
1.7259656,197704,css1977040400167
0.93176055,197704,css1977040500051
0.20567608,197704,css1977040500090
0.11632073,197704,css1977040600020
0.21291474,197704,css1977040600130
-0.5954239,197704,css1977040600144
-0.25848365,197704,css1977040600155
-0.7326034,197704,css1977040700071
-1.0366006,197704,css1977040700104
-1.0212312,197704,css1977040800043
0.104235284,197704,css1977040800105
2.010881,197704,css1977040900062
-0.8637121,197704,css1977040900081
1.0645764,197704,css1977040900091
-0.9002584,197704,css1977041000075
1.1413289,197704,css1977041000107
1.6327245,197704,css1977041000113
-0.3597018,197704,css1977041000129
-3.3834915,197704,css1977041100022
-0.85493857,197704,css1977041100037
-3.4106474,197704,css1977041200055
0.2955255,197704,css1977041200059
-0.51364493,197704,css1977041200066
-1.1347032,197704,css1977041200100
-0.93555295,197704,css1977041200163
-0.2782514,197704,css1977041200166
-3.331979,197704,css1977041300038
0.66117984,197704,css1977041300158
-2.6890688,197704,css1977041400012
-3.051344,197704,css1977041400061
1.0854709,197704,css1977041400086
-0.85412157,197704,css1977041500007
-2.3933973,197704,css1977041500046
-1.1935501,197704,css1977041500082
0.731476,197704,css1977041500111
1.4868603,197704,css1977041500115
-3.3338351,197704,css1977041600035
0.17968738,197704,css1977041600072
-1.2486901,197704,css1977041600164
0.30618396,197704,css1977041700136
1.862044,197704,css1977041700139
1.1480027,197704,css1977041700143
1.1310247,197704,css1977041700159
-0.053478047,197704,css1977041800018
-2.0740905,197704,css1977041800021
-0.85684,197704,css1977041800052
0.18618369,197704,css1977041800122
-1.3590248,197704,css1977041800148
-0.18370554,197704,css1977041900157
0.6414866,197704,css1977042000168
-1.688356,197704,css1977042100165
0.93192524,197704,css1977042200101
-1.1005232,197704,css1977042200102
-1.0072373,197704,css1977042200150
3.064458,197704,css1977042300013
2.8469722,197704,css1977042300042
1.5094321,197704,css1977042300103
-0.6984782,197704,css1977042300124
-3.1704648,197704,css1977042400085
-0.86774695,197704,css1977042400160
-0.018488908,197704,css1977042500162
-1.2267674,197705,css1977050100063
2.1857853,197705,css1977050200014
-0.109476164,197705,css1977050200060
-0.45726392,197705,css1977050300153
1.7474785,197705,css1977050400054
-0.41219923,197705,css1977050400093
0.12897152,197705,css1977050400154
-1.4289553,197705,css1977050400167
-0.3114795,197705,css1977050500040
0.37852252,197705,css1977050500041
3.082168,197705,css1977050500070
1.1700472,197705,css1977050500090
-1.1012028,197705,css1977050500094
-0.39663684,197705,css1977050500134
-1.4419701,197705,css1977050600020
2.4355805,197705,css1977050600144
-0.664914,197705,css1977050600152
0.62541676,197705,css1977050800016
-0.9138132,197705,css1977050800024
1.1350418,197705,css1977050800036
-0.2490194,197705,css1977050800043
0.3533261,197705,css1977050800161
-0.90064996,197705,css1977051000113
2.0972755,197705,css1977051000125
0.5060099,197705,css1977051000126
0.21434993,197705,css1977051100003
-1.0159202,197705,css1977051100037
1.9662527,197705,css1977051200066
-1.0341258,197705,css1977051200163
1.3898135,197705,css1977051200166
-3.0908453,197705,css1977051300025
-0.50074404,197705,css1977051400061
-3.678983,197705,css1977051500007
3.6305673,197705,css1977051500079
1.5445824,197705,css1977051500089
-0.9151665,197705,css1977051500109
0.825784,197705,css1977051600028
1.3223468,197705,css1977051600029
0.080146454,197705,css1977051600035
1.5688851,197705,css1977051600072
-0.60877115,197705,css1977051700114
0.24224564,197705,css1977051700136
-0.35082027,197705,css1977051700146
0.4145024,197705,css1977051700159
1.3646148,197705,css1977051800039
-3.4190753,197705,css1977051800052
0.9011339,197705,css1977051800141
0.66428584,197705,css1977051900031
0.5513261,197705,css1977051900064
2.1102407,197705,css1977052000087
1.6337181,197705,css1977052000108
-1.0097765,197705,css1977052000118
1.1585404,197705,css1977052000168
-0.44183573,197705,css1977052100165
-1.270871,197705,css1977052200011
3.2337475,197705,css1977052300042
1.3915114,197705,css1977052400005
-2.5194147,197705,css1977052400088
2.9637504,197705,css1977052400160
2.5413246,197705,css1977052500044
-0.45827904,197705,css1977052500067
-1.940537,197705,css1977052500162
-0.43476468,197705,css1977052600002
0.63440675,197706,css1977060100098
0.26424152,197706,css1977060200009
-0.006841913,197706,css1977060200060
-0.874888,197706,css1977060200083
-0.5089881,197706,css1977060300069
-1.5799112,197706,css1977060400054
-1.7343038,197706,css1977060400119
-0.48037085,197706,css1977060400154
-0.499675,197706,css1977060500001
-0.8788544,197706,css1977060500040
1.5999457,197706,css1977060500077
2.6801713,197706,css1977060500142
-3.718817,197706,css1977060600020
-2.2309747,197706,css1977060600130
1.6939874,197706,css1977060600144
0.72579485,197706,css1977060600152
1.1304415,197706,css1977060600169
3.4108596,197706,css1977060700071
0.5888363,197706,css1977060800017
0.51905864,197706,css1977060800024
-0.6462707,197706,css1977060800095
-2.0042114,197706,css1977060800099
-0.68477273,197706,css1977060800145
0.12615655,197706,css1977060800161
-0.7320634,197706,css1977061000030
2.2939672,197706,css1977061000125
2.41477,197706,css1977061100022
-0.293189,197706,css1977061100037
1.9255891,197706,css1977061100097
2.985674,197706,css1977061100106
-0.81220394,197706,css1977061100147
0.38945106,197706,css1977061200059
0.7101449,197706,css1977061200066
-0.063926846,197706,css1977061200084
0.39403924,197706,css1977061200100
-0.9372425,197706,css1977061300025
-0.4784698,197706,css1977061300158
-0.48683307,197706,css1977061400012
-0.9149057,197706,css1977061400032
-0.96938354,197706,css1977061400049
-0.89396054,197706,css1977061400061
1.4029593,197706,css1977061500023
1.3509868,197706,css1977061500046
-0.9833428,197706,css1977061500057
0.13871399,197706,css1977061500082
2.7200875,197706,css1977061500117
2.0271668,197706,css1977061600029
-1.8565557,197706,css1977061600164
-3.1276495,197706,css1977061700027
0.3835081,197706,css1977061700114
1.7586597,197706,css1977061700146
0.2877179,197706,css1977061700159
0.48068538,197706,css1977061800018
-3.839936,197706,css1977061800039
2.4512053,197706,css1977061800141
2.946736,197706,css1977061900031
-0.719805,197706,css1977061900092
-0.063886106,197706,css1977062000087
1.3631756,197706,css1977062000168
-3.111366,197706,css1977062200011
2.8870184,197706,css1977062200101
-1.099931,197706,css1977062200102
-0.92170244,197706,css1977062200150
-0.50418586,197706,css1977062300042
2.3618202,197706,css1977062300124
-0.9587881,197706,css1977062400045
0.9184135,197706,css1977062400085
1.2337368,197706,css1977062400088
-1.7953355,197706,css1977062400160
0.5731142,197706,css1977062500033
1.3535315,197706,css1977062500162
0.4367259,197706,css1977062600002
-1.5740805,197707,css1977070100063
2.4441378,197707,css1977070100098
0.98655766,197707,css1977070100120
-3.6878014,197707,css1977070200014
3.176405,197707,css1977070200074
-1.7484732,197707,css1977070200135
1.6130306,197707,css1977070300140
-1.4288732,197707,css1977070400054
-1.4861271,197707,css1977070400154
1.0891433,197707,css1977070400167
-0.21376148,197707,css1977070500040
1.0360641,197707,css1977070500070
2.0533538,197707,css1977070500077
-1.0577403,197707,css1977070500142
-1.9930909,197707,css1977070600020
-1.0352465,197707,css1977070600056
1.2045437,197707,css1977070600130
2.4911826,197707,css1977070600152
-1.062589,197707,css1977070600155
1.507253,197707,css1977070800036
-0.30352685,197707,css1977070800099
2.4873972,197707,css1977070800105
-1.9350781,197707,css1977070800161
-0.3927111,197707,css1977070900062
0.44524792,197707,css1977071000156
0.527445,197707,css1977071100003
1.4228439,197707,css1977071100053
-0.032701574,197707,css1977071100097
0.46731663,197707,css1977071100106
1.8652471,197707,css1977071100147
-1.3677844,197707,css1977071200055
-0.87656486,197707,css1977071200066
1.0729172,197707,css1977071200163
-0.90064996,197707,css1977071200166
-1.6164656,197707,css1977071300025
-0.29078692,197707,css1977071400012
-2.5918062,197707,css1977071500007
-3.6000416,197707,css1977071500046
-0.94108516,197707,css1977071500057
-0.023384929,197707,css1977071500082
-1.4523474,197707,css1977071500089
1.7196563,197707,css1977071500111
-0.95246357,197707,css1977071500115
0.019528575,197707,css1977071500117
1.088112,197707,css1977071500132
-3.0700834,197707,css1977071600035
-0.032671385,197707,css1977071600072
0.41827735,197707,css1977071600164
0.77556926,197707,css1977071700114
-1.180188,197707,css1977071700137
-1.4442511,197707,css1977071700159
-0.89205194,197707,css1977071800018
0.60703635,197707,css1977071800021
-2.8207345,197707,css1977071800039
-0.899425,197707,css1977071800052
-0.33110756,197707,css1977071900068
-1.4497266,197707,css1977071900092
1.2525251,197707,css1977072000058
2.4019344,197707,css1977072000087
-0.25526968,197707,css1977072000118
0.6422913,197707,css1977072000168
1.0673499,197707,css1977072100165
-1.0850126,197707,css1977072200011
0.8684313,197707,css1977072200150
2.833421,197707,css1977072300013
0.62411326,197707,css1977072300116
0.7898348,197707,css1977072400005
1.9100869,197707,css1977072400045
-0.64244324,197707,css1977072400085
-0.052933887,197707,css1977072400088
1.9384745,197707,css1977072500065
0.021341342,197707,css1977072600019
0.29482383,197708,css1977080100063
1.1271023,197708,css1977080100120
0.5046935,197708,css1977080100123
-2.810535,197708,css1977080200009
1.4982402,197708,css1977080200014
1.9755721,197708,css1977080200047
-1.3873821,197708,css1977080200060
-0.7887647,197708,css1977080200135
3.4397836,197708,css1977080200151
1.0122972,197708,css1977080300069
2.7401605,197708,css1977080400048
2.0207736,197708,css1977080400154
-1.4744508,197708,css1977080400167
0.15732698,197708,css1977080500001
-3.627021,197708,css1977080500051
-3.0074806,197708,css1977080500077
0.69315284,197708,css1977080500090
-3.4509184,197708,css1977080600056
1.510308,197708,css1977080600169
-1.1520551,197708,css1977080800043
1.5500445,197708,css1977080800105
1.9662255,197708,css1977080800145
-0.5929421,197708,css1977080800161
-0.77972686,197708,css1977080900062
-0.5115275,197708,css1977080900081
-1.1834503,197708,css1977080900091
-0.5079889,197708,css1977081000030
-2.9907787,197708,css1977081000075
2.6536982,197708,css1977081000129
2.7048473,197708,css1977081000156
-2.3933973,197708,css1977081100037
0.31988645,197708,css1977081100106
0.30080184,197708,css1977081100147
-0.3827405,197708,css1977081200050
-0.827256,197708,css1977081200084
-0.78056467,197708,css1977081200100
1.0253867,197708,css1977081200163
-0.7726639,197708,css1977081200166
-1.3359092,197708,css1977081300025
0.10120449,197708,css1977081300038
3.0187664,197708,css1977081300149
2.2634492,197708,css1977081300158
-3.4178114,197708,css1977081400032
-1.4933926,197708,css1977081400127
-1.2238655,197708,css1977081500007
0.044269323,197708,css1977081500079
-0.82434237,197708,css1977081500082
-1.5586728,197708,css1977081500089
2.1596007,197708,css1977081600072
2.78635,197708,css1977081600110
0.058274522,197708,css1977081700096
1.1488414,197708,css1977081700136
-0.053125832,197708,css1977081700146
0.72123915,197708,css1977081700159
-2.3569167,197708,css1977081800018
-0.6714115,197708,css1977081800131
0.6688991,197708,css1977081800141
-1.5827528,197708,css1977081900064
0.6827763,197708,css1977081900068
-0.7019887,197708,css1977081900076
-0.6955266,197708,css1977081900157
-0.044754144,197708,css1977082000118
-1.1264668,197708,css1977082000168
-1.6391596,197708,css1977082100165
-1.5129963,197708,css1977082200011
-3.6135666,197708,css1977082200026
-1.1934599,197708,css1977082200102
-0.67955303,197708,css1977082200150
-0.65234333,197708,css1977082300042
0.84207785,197708,css1977082300116
1.3564031,197708,css1977082400005
3.12637,197708,css1977082400085
2.6592407,197708,css1977082400160
-0.32611042,197708,css1977082500044
1.3188123,197708,css1977082500162
-3.3834915,197708,css1977082600019
1.2182512,197709,css1977090100063
-1.7764792,197709,css1977090100123
-0.9745047,197709,css1977090200060
-1.4623713,197709,css1977090200074
1.7668076,197709,css1977090300069
-0.8424402,197709,css1977090300138
2.6693954,197709,css1977090300153
1.2933929,197709,css1977090300171
-3.4190753,197709,css1977090400054
-0.33676657,197709,css1977090400154
0.36113247,197709,css1977090400167
3.100823,197709,css1977090500040
3.3822634,197709,css1977090500041
2.2491193,197709,css1977090500134
0.9345016,197709,css1977090600130
-0.49228668,197709,css1977090600144
-1.1973217,197709,css1977090800036
-0.27096948,197709,css1977090800043
0.89860487,197709,css1977090800099
0.94230753,197709,css1977090800145
3.1613853,197709,css1977090800161
-1.1375592,197709,css1977091000075
3.3818643,197709,css1977091000125
0.2976855,197709,css1977091000126
-0.72369736,197709,css1977091000129
1.6358083,197709,css1977091100003
-0.69047385,197709,css1977091100037
-0.09834677,197709,css1977091200163
1.0377548,197709,css1977091200166
1.1216248,197709,css1977091300158
-1.3076013,197709,css1977091400008
-1.0215712,197709,css1977091400012
2.7508411,197709,css1977091400032
0.7709626,197709,css1977091400049
-0.7922588,197709,css1977091400086
-3.5931506,197709,css1977091500007
-0.5132323,197709,css1977091500046
-0.53008455,197709,css1977091500089
-0.39047244,197709,css1977091500117
-0.6791727,197709,css1977091500132
-0.81503075,197709,css1977091600035
1.3095605,197709,css1977091600133
2.4473414,197709,css1977091600164
1.378456,197709,css1977091700096
-0.6862159,197709,css1977091700137
-1.2479614,197709,css1977091700139
0.11486674,197709,css1977091800052
-0.05240436,197709,css1977091800131
1.8098971,197709,css1977091800141
0.7030308,197709,css1977091800148
2.0868614,197709,css1977091900064
-1.9368796,197709,css1977091900092
-0.8096297,197709,css1977091900128
-0.38718668,197709,css1977091900157
-1.3299075,197709,css1977092000058
2.2989264,197709,css1977092000108
1.7792641,197709,css1977092000112
-0.7288477,197709,css1977092000168
-0.062584706,197709,css1977092100165
-3.0908453,197709,css1977092200026
2.0250237,197709,css1977092200170
1.7331632,197709,css1977092400005
-0.23699936,197709,css1977092400088
-0.9096825,197709,css1977092500015
-0.65330416,197709,css1977092500034
2.014109,197709,css1977092500162
2.3022337,197709,css1977092600019
1.3046168,197710,css1977100100063
2.0495527,197710,css1977100100098
1.070371,197710,css1977100200010
-0.18422127,197710,css1977100200074
0.20207,197710,css1977100200083
-2.0064602,197710,css1977100200135
1.262953,197710,css1977100200151
3.078527,197710,css1977100300140
0.34324038,197710,css1977100300153
2.2888553,197710,css1977100400054
2.98635,197710,css1977100400078
-1.017025,197710,css1977100400167
0.34623298,197710,css1977100500001
-1.1700175,197710,css1977100500051
-1.3302518,197710,css1977100500094
0.044987656,197710,css1977100500142
-0.22211912,197710,css1977100600020
-1.6108794,197710,css1977100600130
-0.91968256,197710,css1977100600169
2.8113437,197710,css1977100800145
2.127653,197710,css1977100900062
0.045454547,197710,css1977101000075
0.33795258,197710,css1977101000113
-1.1107614,197710,css1977101000126
3.01395,197710,css1977101000156
-3.718817,197710,css1977101100022
0.5945419,197710,css1977101100037
-1.1124661,197710,css1977101100097
1.55537,197710,css1977101100106
0.5739172,197710,css1977101100147
1.933616,197710,css1977101200050
1.441917,197710,css1977101200055
-0.28738862,197710,css1977101200100
1.5849438,197710,css1977101200163
1.4709365,197710,css1977101200166
0.17303467,197710,css1977101300038
-3.111366,197710,css1977101400012
0.7655638,197710,css1977101400061
0.09638956,197710,css1977101500082
1.1340607,197710,css1977101500111
0.82247615,197710,css1977101500115
-0.69767225,197710,css1977101600028
-0.97316384,197710,css1977101600072
1.1946042,197710,css1977101600110
-0.90064996,197710,css1977101600133
-0.34454682,197710,css1977101600164
-3.1276495,197710,css1977101700027
-0.114745334,197710,css1977101700159
-0.6564759,197710,css1977101800018
-0.591871,197710,css1977101800052
0.2950572,197710,css1977101800122
-0.1471072,197710,css1977101800148
0.31294033,197710,css1977101900064
0.5155528,197710,css1977101900157
-1.6953297,197710,css1977102000168
-0.2281532,197710,css1977102100165
0.45030832,197710,css1977102200026
-1.9580034,197710,css1977102200121
-0.37741113,197710,css1977102200170
0.09097746,197710,css1977102300116
-3.9925907,197710,css1977102400045
-1.2008553,197710,css1977102500015
0.11298315,197710,css1977102500044
0.61434025,197710,css1977102500065
-0.609309,197710,css1977102500162
-1.027022,197711,css1977110100120
-1.9209143,197711,css1977110200010
0.45903558,197711,css1977110200060
0.594754,197711,css1977110300153
-0.03146544,197711,css1977110400078
0.22100687,197711,css1977110400167
1.1481127,197711,css1977110500040
0.8487142,197711,css1977110500041
0.0033937022,197711,css1977110500077
-0.28402328,197711,css1977110500094
0.13941255,197711,css1977110600130
-0.26857767,197711,css1977110600144
-0.49792433,197711,css1977110600152
-2.3641508,197711,css1977110700004
-1.6873518,197711,css1977110700104
-1.2206686,197711,css1977110800024
-1.3790531,197711,css1977110800036
-1.66914,197711,css1977110800043
3.0880463,197711,css1977110800080
-1.9454974,197711,css1977110800099
2.1514995,197711,css1977110800145
-0.53483903,197711,css1977110900081
-1.5918719,197711,css1977110900091
-0.79079103,197711,css1977111000030
-0.37509024,197711,css1977111000075
-0.24566554,197711,css1977111000126
-0.3973117,197711,css1977111000156
-0.4165109,197711,css1977111100097
1.5438032,197711,css1977111100106
2.1848724,197711,css1977111100147
-3.3979592,197711,css1977111200050
-0.81238514,197711,css1977111200059
1.324593,197711,css1977111200166
-3.1222284,197711,css1977111300038
-0.5532283,197711,css1977111300158
-0.54414916,197711,css1977111400008
-3.6878014,197711,css1977111400012
-1.4904706,197711,css1977111400127
-0.007581923,197711,css1977111500023
-1.1139739,197711,css1977111500046
2.432674,197711,css1977111500057
-0.84105974,197711,css1977111500109
2.324979,197711,css1977111500132
0.18270984,197711,css1977111600028
1.1677442,197711,css1977111600072
-0.6485397,197711,css1977111700027
-0.5569746,197711,css1977111700114
-1.9879283,197711,css1977111700136
-0.67370653,197711,css1977111700137
-0.89743876,197711,css1977111700146
-0.9412002,197711,css1977111700159
-2.158016,197711,css1977111800018
2.5871367,197711,css1977111800039
1.6119347,197711,css1977111800122
1.0359786,197711,css1977111800131
2.0771027,197711,css1977111800141
-1.0522504,197711,css1977111900064
-3.3543878,197711,css1977111900076
-1.5168972,197711,css1977111900157
0.06435813,197711,css1977112000112
-0.31167772,197711,css1977112000168
1.3204454,197711,css1977112100165
-0.5192194,197711,css1977112200101
-1.4043353,197711,css1977112200121
0.071963064,197711,css1977112300013
-1.1551733,197711,css1977112300103
1.9273603,197711,css1977112400045
3.4681194,197711,css1977112400085
-1.1134635,197711,css1977112400088
0.98593754,197711,css1977112400160
-0.7274101,197711,css1977112500015
1.2628695,197711,css1977112500033
-1.0697434,197711,css1977112500044
-1.2579772,197711,css1977112500067
-0.26540455,197711,css1977112500162
0.9831699,197711,css1977112600019
-2.454297,197712,css1977120100063
-1.2765018,197712,css1977120100098
-0.36844274,197712,css1977120100123
-2.2844064,197712,css1977120200010
-0.7209877,197712,css1977120200014
2.1833732,197712,css1977120200047
0.21134713,197712,css1977120200060
-1.1039474,197712,css1977120200074
-0.46142486,197712,css1977120200083
-0.48979872,197712,css1977120300069
-1.399553,197712,css1977120300138
0.31863803,197712,css1977120300140
0.47131568,197712,css1977120300153
-0.427287,197712,css1977120400054
-0.40855032,197712,css1977120400093
3.489796,197712,css1977120400119
-0.7808826,197712,css1977120400154
-0.46264717,197712,css1977120500040
0.5564375,197712,css1977120500041
-1.0334716,197712,css1977120500070
-0.8047195,197712,css1977120500090
1.224341,197712,css1977120500172
-3.0911458,197712,css1977120600020
-2.019356,197712,css1977120600169
-1.5140321,197712,css1977120600177
-0.2032874,197712,css1977120600183
-0.1625623,197712,css1977120700071
2.8883395,197712,css1977120800017
-0.2936814,197712,css1977120800043
-2.1094418,197712,css1977120800080
